a
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.5000009440987104
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.03846255426884141
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.03955286742693337
0.11107536790950133
0.0
0.0
0.0
0.0
0.08015807797644654
0.0
0.0
0.0
0.0
0.0
0.0
0.09779261587550865
0.07104117857305695
0.17701216575175371
0.0
0.0
0.0
0.0
0.0
0.4968913499439495
0.0
0.0612128994536995
0.2393925554321362
0.0
0.08737252883572698
0.0
0.0
0.0
0.0988493586132303
0.5180546956831121
0.0
0.30713219203420217
0.0
0.0
0.0
0.30591765200554955
