a
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.5370909763724252
0.0
0.0
0.0
0.0
0.0
0.0
0.001044239977276243
0.0
0.0
0.0
0.22541461154477527
0.0
0.0
0.0
0.0
0.3357658579394732
0.0
0.0
0.42115005037781217
0.46532876825437264
0.0
0.0
0.13754817230204114
0.8906194978833528
0.0
0.17224276156209378
