a
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.5055004263052878
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.03457792019521006
0.0
0.0
0.0
0.0
0.0
0.21612041004920654
0.0
0.010863778894385674
0.0
0.0
0.0
0.12030140153744728
0.24348796121978603
0.0
0.0
0.0
0.8510102734608939
0.0
0.0
0.0
0.0
0.937772885592998
0.0
0.0
0.3183378078132672
