a
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.5001354847456768
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.038387238830945296
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.15239443005223796
0.0
0.0
0.0
0.07858111126589185
0.0
0.0
0.0
0.0
0.0
0.224865118249233
0.1211210589944728
0.0
0.0
0.0
0.0
0.6157443340363351
0.0
0.15139207112876354
0.11504167757788418
0.0
0.0
0.0
0.28918344149283665
0.5800005837179626
0.05007950112190332
0.0
0.0
0.32025547933106163
