a
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.4791850641935787
0.020813435403633895
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.03845949119028583
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.06265260583929644
0.09029849157804162
0.0
0.0
0.0
0.0
0.0
0.07783303550843253
0.0
0.0
0.0
0.0
0.0
0.0
0.046407995578696
0.15335762059688976
0.0
0.14630351812038184
0.0
0.0
0.0
0.0
0.0
0.44502938025852395
0.01580221393357576
0.0
0.3142697038528093
0.019916361172067406
0.0
0.09032927953045329
0.0
0.0
0.0
0.0
0.601427432658535
0.0
0.07071414116755144
0.25379314355954075
0.0
0.0
0.0
0.30071071363308394
