a
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.5010154906315276
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.03808414006559888
0.0
0.0
0.0
0.0
0.0
0.1455669497709809
0.0
0.0
0.08481036157826884
0.0
0.0
0.0
0.0
0.0
0.347640990283113
0.0
0.0
0.0
0.0
0.7193925472991354
0.0
0.15462075255120417
0.0
0.0
0.0
0.6228291112363051
0.30380254556681613
0.0
0.0
0.3195490290730537
