a
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.5428524966170484
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.23234127295368187
0.0
0.0
0.0
0.3186670356424805
0.0
0.8600784725735339
0.0
0.0
0.6028131347783009
0.6374284942578573
0.0
